ID,Datum_ontvangst,Product,Omschrijving,Antwoord_bedrijf
1845515,2024-03-23,Kredietregistratie,I have disputed the reporting of XXXX XXXX {$900.00} several times because I am paying XXXX XXXX Hospital every month and have payment arrangements set up with them. How is XXXX XXXX reporting this balance when I am paying the hospital? Is this an FCRA violation? The balance is wrong and they are not who I pay. I am uploading the original bill so that you can see that it is for {$900.00} with XXXX.,Closed with non-monetary relief
2216486,2024-11-19,Incasso,"I disputed the debt. The account was opened with XXXX XXXX In 2012. I contacted the agency to make payment agreement. Portfolio asst. said the only take checking or savings account. Also, This company falsely reported to XXXX that this a new debt and it brought down my credit score by XXXX. The Supervisor told me its because I disputed the debt. I never disputed with XXXX it was on the credit report he told me to pay my bills on time very disrespectful man",Closed with explanation
2049922,2024-08-07,Creditcard,"I am writing to complain about the refusal of Citi Bank to cancel interest and penalty charges improperly added to my Citi MasterCard account. 
I have had a Citi card for over twenty years. My practice has been to pay the full balance of the card every month, as shown on my printed statements, so I will not incur interest or penalty charges. During the last year, I have twice been required to cancel my card because of fraudulent charges, quite possibly as a result of inadequate security arrangements of Citi Bank. The second of these cancellations occurred XX/XX/2016. At the time, I paid Citi all amounts then properly due -- that is, the amounts for all purchases I had made, but not the fraudulent charges made by someone else -- and Citi removed those charges from my bill. Citi then sent me a new card, which I have not activated. Since XX/XX/XXXX, I have made no charges and have had no working Citi card. 
After XX/XX/XXXX, without my permission, Citi stopped sending me printed statements for my expired card. I did not miss receiving these statements because I assumed that, my account having been cancelled after I paid all outstanding charges, no more was due. But Citi charged me for several purchases, totaling {$180.00}, that I had made but had not been posted to my account at the time the card was cancelled. I was unaware of those charges and so did not pay them. Citi then began adding interest and penalty charges to the amount they claimed. They now claim that I owe them {$320.00}, far more than the charges I actually incurred. {$180.00}. 
I received no adequate notification of these charges, interest, or penalties. Citi sent me only electronic notifications. I have all my bills arrive by hard copy. I receive dozens of email business solicitations every day, do not read them, and have never agreed to be billed electronically by Citi or anyone else. Citi sent me nothing in writing, and did not call to ask me why such a reliable customer had stopped paying. 
In addition, I had accumulated {$82.00} of Citi dividend dollars, which can be used toward one 's payment of a bill. Citi now claims that I have forfeited this {$82.00}, which I think is not proper. The entire situation happened as a result of the fraudulent use of my card and the need to cancel it. 
Citibank has refused even to consider removing the interest and penalty charges, which resulted from security breaches in my Citi account, and which I do not owe because I never received proper written notice of the sums originally due. Since I discovered this problem on XXXX XXXX, 2016, I have been told by XXXX different Citi representatives that they lack the power to make such adjustments. To speak with these representatives, I had to make at least seven telephone calls, during about half of which my connection to Citi was abruptly cut. One representative promised me that a supervisor would telephone me within 36 hours, but this did not happen. All in all, I have spent at least four hours on the phone trying to resolve this matter. I have offered to pay the full amount of the charges that I had made, {$180.00}, and to forfeit my {$82.00} in dividend dollars as well. Citi insists that all charges on the account including interest and penalties are mine and can not be removed. 
So far as I can tell from the credit card agreement, my only recourse against Citi at this point is to start arbitration proceedings, for which I would apparently have to pay a {$200.00} filing fee. Meanwhile, my failure to pay what Citi demands could damage my credit rating, which until now has been unimpaired. 
I am therefore requesting that Citi cancel all the interest and penalties they are now claiming, at which point I will be glad to pay the {$180.00} in underlying charges.",Closed with monetary relief
2150125,2024-10-06,Incasso,They are trying to collect a debt I do not owe.,Closed with explanation
1488750,2023-07-27,Hypotheek,"To : From : XXXX XXXX XXXX number : XXXX Claim number : XXXXProperty address : XXXX XXXX XXXX. XXXX, NC XXXXMy name is XXXX XXXX XXXX and have been a mortgagee of SPS now for over XXXX years. On XXXX XXXX, 2014 I was on a spiritual retreat when at XXXX I received a call from the XXXX Police Department informing me there had been an electrical fire at my home. My first though was my XXXX year old son and making sure he was OK. So since that time my son and I have been in temporary living quarters. I 'll make a long story short. XXXX performed well keeping their agreement as my insurance provider. When I received the XXXX draw of {$57.00} XXXX I thought to myself ; we should be able to get back into the house before XXXX. 
In the first few weeks the performed well finishing the roof, the soffit and the fascia. The inspector came and his estimate was 27 % which I vehemently disagreed. I thought it should have been more like 33-34 %. The next draft was for $ XXXX and quickly was exhausted. This was in XXXX .I went ahead and requested another inspection because a great deal of these funds were already owed to the sub -contractors. I 've had XXXX extensions since the inception of the loan. Instead of moving the XX/XX/XXXX, it will now be more like XXXX. I 've had back to back inspections as the XXXX was completed XXXX weeks after I requested the funds. What I 'm finding out is how lengthy the process can and has been. I 've now been waiting almost XXXX months for check and the frustration, stress and absolute anger ca n't be defined. 
I should not have to beg for these funds Period. The same forms I sent in XXXX months ago are being requested again. The waiver of lien, the contractors ' license number and his tax information. This has been the most traumatic event I 've ever dealt with in my entire XXXX years on this earth. Why did we proceed thus far without the information. What if this was you or your wife dealing with this? I 'm sending this to the world ; no one should have to deal with this XXXX. I do n't wish this XXXX ordeal on anyone. I 'm sure SPS holds these funds as long as possible to earn any type of interest. Will you pay me interest? Please intervene and help me get back home. I 've had a XXXX in the past few years. This has been the most wicked and XXXX experience of my life.",Closed with non-monetary relief
2017685,2024-07-18,Hypotheek,"I have multiple complaints. 
1. My husband and I became unemployed in XXXX and applied for a Special Forbearance we were approved and was told we had to make payments of XXXX my question is if we were unemployed how do we pay XXXX a month? I maxed out my student loans just to make the payments up until XXXX because school ended in XXXX I could not get any more funds. I thought when I got my taxes I would pay past due and then continue to make payments. However, my taxes were delayed 3 months due to marketplace insurance. In XXXX we received a letter denying the Special Forbearance and was told we did not qualify for any other programs. I was told by the XXXX Georgia rep this month that if we were unemployed we should not have been required to pay anything. Now I am in default with my student loans. 
2. I received advertisement that my house has a foreclosure sale date of XXXX XXXX, XXXX. I did not receive any default paperwork nor did I receive notification of any kind pertaining to the sale. I received a letter from an attorney that my house was in foreclosure dated XXXX XXXX. At which time I contacted Bank of America to start the process for a loan modification at which time the representative should have disclosed the sale date to me. I tried applying sooner but was told that we did not qualify for any programs. I tried applying when my job started working in XXXX and was told that I had to have 30 days of paystubs in order to apply. I called Bank of America after getting flooded with advertisements. to inquire why I did n't receive any notice regarding the sale date the rep said that a notice dated XXXX XXXX, XXXX was mailed indication default and foreclosure status. The issue that I have is that my loan was modified and bought current in XXXX at what point is the foreclosure status removed? I should have not been blindsided new notification should have been sent to me. 
3. Bank of America will not release {$3000.00} of funds paid by my Homeowners Insurance Policy for my roof a year ago. They are requiring a roof company to fix the roof and we can not afford the deductible and the roof companies will not do it for less. I have someone that will repair the roof but BOA will not release the funds",Closed with non-monetary relief
2437092,2025-04-16,Hypotheek,"During recent months I have noted the message on the monthly statements : "" Partial payments : any partial payment s that you make are not applied to your mortgage, but instead are held in a separate suspense account. If you pay the balance of a partial payment the funds will then be applied to your mortgage. '' My account is current. I plan to start making additional mid-payment cycle payments to my account. When I look at this message I understand this to mean that diTech does not intend to observe my right to pre-pay my loan. I do not understand why diTech appears unable to apply mid payment cycle payments to the loan principal. If my understanding is correct, then it appears that diTech has defective accounting systems and may lack the resources to properly apply payments to loans in a timely and correct manner.",Closed with explanation
2362350,2025-02-28,Hypotheek,"Left Job due to personal reason, mortgage loan was paid until then to XXXX which set up bi-weekly payments to be drafted from my account. MidLand Mortgage is now trying to foreclose on my property without showing me a valid international contract between them and myself.",Closed with explanation
1582900,2023-09-28,Consumentenkrediet,"On XX/XX/XXXX I voluntarily repossessed a vehicle with drive time. On XX/XX/XXXX that showed on my credit as a charge off for {$8900.00}. Drive time contacted me on several occasions asking me to settle the account, I declined. In XXXX XXXX drive time reported XXXX late payments XXXX, I was able to remove these from my credit report because I disputed the inaccurate information. On XXXX of this year XXXX Drive time again reported a late payment. Now, the account was closed in XXXX of last year. I spoke with the credit bureaus and they agreed that this act was in violation of the fair credit reporting act, however they refused to remove the false information. Drive time is attempting to prolong its time on my credit by reporting on a closed account knowing that it can stay on my credit for seven years after the last activity. I am working with a home loan program that looks only at the last two years of credit and therefore this account would not be a factor in determining my eligibility for a home with them if they are not allowed to falsely report activity. I am asking that the account be removed from credit in all XXXX bureaus because the company has proven to be irresponsible in reporting information. I have proof via prior credit reports that this account was closed and charged off XX/XX/XXXX. upload screen shots of said proof",Closed with explanation
2391848,2025-03-17,Creditcard,"during travel to XXXX we purchased train tickets for a portion of the travel. the train was significantly delayed and took 2x the promised amount of time. The merchant 's website outlines that trains are equipped with air conditioners and other amenities which our train was not. After the delay was announced we were not allowed to get off the train to look for alternative transportation methods and were held on the train without air conditioning for over 8 hours. we attempted to leave the train multiple times and were denied. I filed a complain with the merchant that the service was not delivered as promised through Chase. however, the company sided with the merchant for reasons that merchant refused to provide credit. Considering i was denied option to leave the train and/or cancel my service AND merchant has outlines quality of service that it provides, i believe my rights as a consumer were impeded. Additionally, it took Chase since XXXX to respond to this issue which seems very extensive.",Closed with monetary relief
1450958,2023-07-03,Incasso,"On XX/XX/XXXX We sold a Ford F250 truck to an individual. We did not remove the license plate from the vehicle at the time of sale. The new owner apparently did not register the vehicle in his name and acquire a new license plate. He acquired XXXX parking violations ( XX/XX/XXXX and XXXX ) which totaled {$20.00} each plus penalties, for a total of {$160.00}. He failed to pay the tickets and we were sent the citations, because the license plates still showed us to be the owner. When the City of XXXX XXXX sent us the citation I sent them a letter and copy of bill of sale and title transfer. They continued to send notices and I would each time send copies. They referred the matter to XXXX XXXX XXXX and they began harassing calls and letters. I sent them the copies as well. XXXX XXXX has now passed on the debt to Transworld Systems who has continued the harassment. I copied them on the same information on XX/XX/XXXX. In response, On XX/XX/XXXX I received their "" validation, '' which is the same info of the date, time, ticket #, truck plate. I want all correspondence to cease regarding this debt which is clearly not ours. In addition to the collection agencies we also had a revocation of motor vehicle registration privileges placed on us by the XXXX DPS, which required more documentation and time to clear up.",Closed with explanation
1672355,2023-11-25,Hypotheek,"Around the end of XXXX early XXXX, I contact Wells Fargo to obtain a payoff for my mortgage. I spoke to a representative that gave me the what I owed, but stated that they could not give me a final number as they had to request a payoff and I would receive it in the mail. 

I received a payoff statement in the amount for around $ XXXX. I accepted an offer of {$380.00} for my home, enough to cover the first and second mortgage as well as all of associated fees. 

On XXXX XXXX, my lawyer contacted me to inform that there was a problem as there was a third mortgage on my home. I was taken back as I did not take out a third mortgage. My lawyers office went on to state that it may have been a mortgage modification. I stated that yes, I did request a loan modification, but I was under the impression that amount was put back into the mortgage and a third loan. They forwarded me the signed documents. I immediately contacted Wells Fargo who stated that it was my responsible not theirs. 

Upon my own research I found out that Wells Fargo was responsible for informing me of the partial claim, as part of my payoff. The XXXX HUD XXXX letter section k, stated that they are to contact HUD and inform me of the partial claim as part of my payoff, which they did not. The HUD website also states that the lender, is obligated to contact HUD whenever a payoff is requested and inform me of that amount, again they did not. 

I contact Wells Fargo again and made a complaint in which the assigned to XXXX XXXX. I spoke to XXXX and he said that he had to research the matter. I followed up with XXXX a few days later, in which he stated that Wells Fargo research stated that I 'm responsible for contacting HUD and Wells Fargo is not responible or are they going to pay any funds that I am out of pocket. I asked where did this information come from and I was told that it came from HUD as well as Wells Fargo research dept. I asked for the name of the person that he spoke to at HUD and he could not provide it. I asked for the contact information at Wells Fargo research and again, he could not provide it. I asked if there was someone else I could speak to and he said no. I informed XXXX that if there was no one else that I could speak to in regards to this matter, that I would have to take matters into my own hands and this is when XXXX became very disrespectful stating that it is not his fault that I could n't pay my mortgage and required a loan modification and that Wells Fargo is not responsible and will not help me. I told XXXX that there is no reason to be disrepectful, he stated that he was not being disrespectful, just stating facts. I went on to say that there is no need for us to continue this conversation, if there is no one else that I can speak to in regards to this matter then there is no need to continue with our conversation wished him a Happy XXXX and hung up. 

After talking to Wells Fargo, I called HUD stated that yes they see in the mortgage letter XXXX, that Wells Fargo is responsible for informing me of the partial claim.",Closed with explanation
2307166,2025-01-25,Hypotheek,"XXXX XXXX XXXX XXXX XXXX XXXX, XXXX, XXXX XXXX Account Number : Select Portfolio Servicing ( SPS ) Estate of XXXX XXXX XXXX : XXXX ; XXXX XXXX XXXX XXXX, XXXX XXXX. 

Dear Sir/Madame I wish to raise an official complaint regarding SPS appeal process of the assumption of XXXX. My account was reviewed improperly. 

Background : I requested an assumption for the above loan. The Assumption request was denied on XXXX XXXX, XXXX, based on the Estimate of the Net Present Value of the property of {$390000.00}, therefore the investors would not approve the assumption. If I disagreed, I had 30 days to appeal. On XXXX XXXX, I appealed the notice of denial based on NPV was {$250000.00}, by providing the required documents. On XXXX XXXX, XXXX, I received a letter requesting additional documentation, since property comps must be provided within a one mile radius, which was not clearly stated in the Appeal documentation required. On XXXX XXXX, XXXX I submitted the documentation for property comps within a one mile radius as requested, plus all the other documentation initially submitted on XXXX XXXX. On XXXX XXXX, I receive a notice that appeal was denied, because I did not submit the appeal within 30 days of Notice of Denial date XXXX XXXX, XXXX, which was incorrect. I submitted the appeal on XXXX XXXX. I have called SPS multiple times after receiving the letter and had the case reopen for review on XXXX XXXX, XXXX. 

So what 's the ISSUE? 

During the above process, I have called and I continue to call SPS weekly to attempt to speak with the Customer Advocacy group or someone who is handling the appeal process to discuss my appeal. No one will speak with me or call me back from the customer advocacy group. I was told by the customer service call center they would call me back. NO ONE CALLS ME BACK from the customer advocacy group. From XXXX XXXX, XXXX to XXXX, XXXX, my file has been transferred to multiple people within the advocacy group. The appeal case has been transferred to XXXX XXXX, XXXX XXXX and XXXX XXXX. As a result, my appeal is continuing after 4 months, due to improper review.",Closed with explanation
1933217,2024-05-20,Consumentenkrediet,"I recently tried to sell my car at XXXX in XXXX. The car loan has been paid off for several months, maybe even a year ( I ca n't remember the exact date when I paid it off ). The car was originally purchased in XXXX & the title is from XXXX. The car is currently registered in XXXX & when XXXX looked it up in the dmv system they said it still shows that the car is owned by Nissan and that they needed a notarized letter from Nissan stating that the car was paid off. When I contacted XXXX finance and asked for a notarized letter they stated that they do n't handle lien releases and that I would have to file the request through XXXX. I did exactly as I was told and after paying {$45.00} for an expedited request, I received the lien release almost 2 weeks later. The actual document is not notarized and therefore not accepted by XXXX. It looks like something I could have produced on my home computer. During my 2 week wait for this lien release I contacted Nissan again because the request was taking too long. They said they would send me a letter but it would not be notarized. At this point I am running out of options. I ca n't sell the car because Nissan is n't willing to provide a notarized letter. The car legally belongs to me, after all it 's been paid off for a while. I do n't know what else to do but this is costing me too much time and money.",Closed with explanation
1622286,2023-10-23,Incasso,"A law firm sent to me a letter stating that they were of counsel for Pinnacle Credit Services , LLC, and that they were stating that I made an identity theft claim on a debt with XXXX XXXX. This in itsels is a complete fabrication. I have attached both correspondences from XXXX and XXXX XXXX, XXXX. Both entities are in serious violation of the Fair Debt Collection Practices Act, and have mutilated my personal credit without justification. I make the following criteria to show that there is nothing more to this collection other than an abusive collection on a debt that can not be validated. 

The Federal Trade Commission made the following determination on the proper debt collection process through a lawsuit they filed in XX/XX/XXXX, resolved in XX/XX/XXXX known as FTC v. XXXX XXXX XXXX XXXX. There must be three criteria on the valid collection of a debt. 

# 1 The debt must be proved owed to the initial entity. 

# 2 There must be a valid assignment or sale of debt to a third party, backed up by true copy originality. This is without exception, thus stating that all debt pool findings of debt by licensed collection agencies as immediately invalid. Also, the licensing of every collection agency must be on all letterhead, a fact missed by Pinnacle Credit Services , LLC. 

# 3 The debt collection process can not exist if outside the legal collection parameters of the domiciled jurisdiction of the debtor. If Pinnacle states that they purchased the XXXX debt in XX/XX/XXXX, where is the signed proof. Simply stated, there is no proof as the debtor 's information was received through a highly questional if not unethical debt pooling system that will most likely be shut down by the Federal Trade Commission in fiscal year XXXX. The FTC is now holding national meetings on how to fix the deplorable debt collection business. 

The Crosstown Law letter s a joke, whereas the legal entity of Pinnacle Credit Services LLC are very subtly stating that in essence they have no existence of legal transfer of a XXXX debt. In addition, if they did the debt would have exceeded the legal collection timeline in the New Jersey jurisdiction in any event. I demand that I receive a noticve that the collection process has been cancelled, and that my file is being purged, in addition to the collection being removed on all pertinent credit reporting agencies. 

The debt collection system is broken, a press release by the Federal Trade Commission in XX/XX/XXXX. Pinnacle Credit Services LLC is at the bottom of the pool in the method they use with American consumers. It 's time we expose their legal entities that carry on with the same collection practices.",Closed with explanation
1952518,2024-06-02,Incasso,"This Affidavit and Notice Complaint is being filed with the Consumer Financial Protection Bureau for a more transparent investigation. XXXX XXXX XXXX XXXX XXXX XXXX XXXX.and attorneys XXXX XXXX XXXX XXXX XXXX ) and XXXX XXXX XXXX XXXX XXXX ), [ hereinafter "" debt collector '' ] believes that after an Assignment and Sheriff Deed on Mortgage Sale was executed as being valid, they were authorized as debt collectors to defend against federal court proceedings and has denied the consumer remedy to a complete and accurate investigation XXXX : to the alleged transfer to the named trust XXXX XXXX Asset-Backed Certificates Series XXXX, which caused a void or voidable lien to attach to property. 

There are issues where the consumer has been condemned and denied remedy and now offers this complaint for their refusal to independently conduct or outsource an investigation into all activities associated with the mortgage account, despite the consumer 's request to review ALL documents ( proof of claims ) subject to public access and to certify all parties activities in regard to the named trust. 

The "" debt collectors '', refused, despite the consumer requesting ( proof of claim ) which would verify its debt collection activities and that XXXX XXXX XXXX XXXX XXXX ) attorney for XXXX XXXX XXXX XXXX. was in fact the Vice President of XXXX and did not act in collusion with the banks to use the private database called XXXX ( XXXX ) to circumvent a securitization procedure ( establishing priority of liens ) and the property 's legal owner [ valid recorded lien holder ] to avoid the expense of properly recording a transfer, thus leaving concealed behind XXXX the ( securitization ) and the time frame in which a property assignment ( transfer ) should be made to the trust and recorded. Pursuant to Landmark v. XXXX, XXXX XXXX XXXX ( XXXX XXXX XXXX ( in this case the XXXX Supreme Court provides the most cogent state court analysis of the problem created by securitization - the "" splitting '' of the note and the mortgage and the real party in interest and standing problems that the holder of the mortgage has when it can not also show that it has clean and clear legal interest in the note ). 

XXXX assignment does not transfer a mortgage under XXXX law. The secured lender is the person who holds the promissory note the mortgage secures. For the bank, alleged lender, to prove it was the noteholder, the bank, alleged lender, need to supply proof of a written assignment of the note or to produce the original note, endorsed over to the bank, alleged lender of public record. The XXXX assignment is ineffective because XXXX never owned the note. XXXX assignment is ineffective to transfer ownership of a mortgage. Ownership of a mortgage is in issue, the person claiming to own the mortgage must produce an assignment from the original lender or the original promissory note, and that it 's properly endorsed. 

After the Assignment of Mortgage and Sheriff Sale occurred, the "" debt collector '', had ABSOLUTELY no authority, interest, either legal or beneficial in the assignment, sheriff sale or the named trust, but yet commenced to defend the foreclosure of property in federal court when all related documents executed involved the element of forgery [ robo-signing ] which was used in collusion with the banks as an attempt assign [ transfer ] and sale/auction property to the "" HOLDERS '' of the named trust to effectuate the foreclosure, but in reality no actual sale/auction or foreclosure can take place under a void assignment. 

As made available on XXXX the [ Registrant ] Depositor XXXX [ sec # XXXX ] filed the prospectus [ XXXX ] on XXXX/XXXX/XXXX under [ SEC File number XXXX ] in XXXX : XXXX XXXX Asset-Backed Certificates Series XXXX and the trustee XXXX XXXX and it is clear their holdings and investments should be notified.",Closed with explanation
1394533,2023-05-27,Creditcard,"XXXX, the credit reporting and credit monitoring company, processed fraudulent reoccurring charges to my PayPal credit card for their credit monitoring services for XXXX identities that did not match my credit card information. Although XXXX agreed to refund the charges, as a credit monitoring company would you think they should more closely monitor the actions of their own customers - both myself and the other identities? This makes me wonder if the XXXX identities that were attempted and successfully charged on my credit card were targets of another party trying to capture data about the identities on the fraudulent credit monitoring subscriptions?",Closed with explanation
1527800,2023-08-20,Hypotheek,"This is the XXXX addendum to my XXXX complaint. I returned a call to Wells Fargo, thinking that it was about this complaint. I could n't have been more incorrect. I spoke with XXXX XXXX and was informed that even though I signed all the mortgage documents on XXXX XXXX, now, a month later I still owe them {$640.00} because the title company screwed up the numbers. I was told that I need to call the title company. You can not imagine my level of frustration. To be honest, I am so sick of these banks not being held accountable. 
XXXX they try to take {$2200.00} out of my account that I did n't owe them. Then, they tell me that they had no record of my call to stop the auto payment, then they tell me that I have to call my bank to stop the payment. They then proceed to try and take {$2200.00} out of my account XXXX more times. In the mean time I 've been charged XXXX in overdraft fees and recurring overdraft fees. Oh and by the way, my bank wanted to charge another XXXX for each of the stop payments, which would have been another {$69.00}. Now, this thing about the title company screwing up!! Seems to me that a violation of the Electronic Funds Transfer Act and parts of the Real Estate Settlement Procedures Act occurred here. They keep telling me that I have to fix their mistakes and pay for their mistakes.",Closed with explanation
2394032,2025-03-19,Incasso,"I registered, couple years ago, to take some classes at XXXX College in XXXX ( Illinois ) and I should mysellf pay my tuitions of $ XXXX.Unfortunately, I did not take those classes. 

Later, I received a bill from the college and went to dispute with the college direction. I was told that I have to pay it accordingly to their policy. I asked to see the policy there was nothing backing their reason. 
On XX/XX/2016, a mail came from a collection agency in XXXX about this matter and wrote a dispute letter in between 30 days. I did ask again the policy backing the reason I have to pay the tuition for those classes. 
About 40 days after my letter disputing the debt, I received a mail from the agency said that they are still investing on it and they 'll be soon in touch with me. 
As of today, I have n't received the results of their investigations, the agency has already sent the report to XXXX and to XXXX.",Closed with explanation
1372291,2023-05-12,Incasso,"XXXX XXXX years ago when my son was born, XXXX hospital submitted claims to Valarity , LLC for XXXX bills as collections, within 15 days of his birth. Insurance picked up the bills and they were paid in a timely manner. In XX/XX/XXXX, Valarity XXXX LLC reported these XXXX bills as negative and outstanding collection accounts and I called and spoke with XXXX at Valarity ( repeatedly ) to have these removed from my account. I also spoke with XXXX XXXX at XXXX to confirm that I did n't owe these bills beginning of XXXX, and she said that they should be removed from my XXXX Credit Report and then had XXXX Hospital email Valarity , LLC explaining that these are not bills I owe and should be deleted. Valarity told me then that they were disputing these accounts with XXXX and I also submitted a dispute with XXXX myself. Within 3 days, XXXX of the XXXX accounts were deleted. I waited 10 days and called XXXX to look into another investigation on why the other XXXX were not being deleted and then I waited the recommended 45 day time period with XXXX while calling Valarity again to see why XXXX accounts came back as verified as true debt. At this point, I spoke with XXXX, a supervisor with Valarity , LLC frequently and she was supposed to be helping me get these accounts deleted. I submitted another dispute with XXXX and XXXX of the XXXX accounts were deleted within a week, but the final XXXX were again verified as true debt, only this time they were listed as "" true debt collection, paid in full '' on my credit report causing a drop in my credit score! I called XXXX weekly, sometimes a XXXX times a week to get this matter resolved. She sent me out a letter from Valarity explaining I did n't owe the debt and said it might take up to XXXX XXXX for these last XXXX to be removed ( even though I reminded her that she and XXXX had both said if I never owed these debts that they would by law have to be removed immediately from my report and would take 24 hours to be deleted. ) I began a XXXX investigation with XXXX while it was still in the dispute process with them to have someone look into what was going on. XXXX XXXX, I called XXXX again to inquire why these XXXX debts were listed as closed and the status on my credit report had now listed these as paid in full as of XX/XX/XXXX for XXXX and XX/XX/XXXX for the other and these accounts now said true collection of debt. XXXX told me XXXX XXXX, that her manager would be calling me back right away to help me with this and took my number. No one called me. When I called Valarity a month later, an employee with Valarity told me XXXX was not in that day after taking my name, but when I hung up and called back, another employee transferred me to XXXX right away. XXXX transferred me to her manager XXXX, who assured me she would be calling XXXX herself, and then calling me back on Friday XXXX XXXX XXXX ). XXXX called me back on Friday the XXXX of XXXX and told me she could n't reach XXXX as they were closed by XXXX thurs but would be trying again and personally be handling this to get it resolved and would be calling me back later that day. She never called me back and at this point I feel I am being strung along for debt I do n't owe and never did. These debts are still listed as verified on my credit report.",Closed with explanation
2255414,2024-12-19,Consumentenkrediet,Santander has completed an illegal repossession and sale in Illinois The lender is required to send a notice of repossession and sale and no notifications were sent so it is an illegal repossession,Closed with explanation
1750677,2024-01-20,Bankrekening,"I deposited a check for {$8000.00} into my Wells Fargo account on XXXX/XXXX/16. The check was from my XXXX account. XXXX is showing that the check cleared on XXXX/XXXX/16. Wells Fargo is claiming that there were insufficient funds in XXXX to clear the check and they are closing my account. I confirmed with a XXXX banker that the funds were available and they were sent to Wells Fargo. I faxed a letter on XX/XX/XXXX from XXXX to Wells Fargo that explained that the check cleared and funds were available. It had the bankers name and contact information on it. I was told to expect a decision on the account closure today, XX/XX/XXXX, however when I called they had not yet made a decision. 
They have not as of yet released the hold on the {$8000.00} check even though it cleared XXXX. I have not yet been provided a definitive answer as to when those funds will be available. Even though the status on the website shows it will clear tomorrow, XX/XX/XXXX, the agents on the phone seemed unsure if it would be available then. 
They have also informed me that my credit card is on hold because there is a hard hold on my checking account, and if Wells Fargo closes the checking account they will close the credit card as well.",Closed with monetary relief
2269048,2024-12-29,Hypotheek,"Specialist Loan Servicing is doing eveything in their power to deny my loan for any assistance. I have reapplied numerous times however, they keep using less income then what I summited in my application for mortgage assistance. I have appealed and have provided proof of my income but SLS is refusing to use my whole income, making me look like I can not afford my house. I am tired of the excuses they are giving me when I have provided my bank statements for proof that I received direct deposit from my job and also I am collecting rent. I have provided SLS the rental lease as well, I honestly do not know what SLS intentions are at this point. I have tried to work directly with them but once agin this issue is not been resolve. I am falling more behind because SLS is prolonging purposly my loan so, it will me more hard to be approve for any government modification. I have a surplus of {$300.00} left after covering all expenses, inculding mortgage payment. SLS want to floreclose my property by making me fall more behind. I am running out of options and it is really upsetting that even with proof I have provided, SLS does not want to offer me a modification. My home is under water and I want to be provided an affordable mortgage payment, so I can get back on track and save my house.",Closed with explanation
1973310,2024-06-16,Kredietregistratie,"I want to file a complaint against the credit reporting agency Experian due to a Persistent Dispute Remark/Notation that they are refusing to remove off my credit report. I was in the unwriting process of a home mortgage when I received a call saying I have been denied due to a Persistent Duspute Remark on my credit report on a PAID IN FULL COLLECTION ACCOUNT. The lender advised me to call Experian and the Credit Card Company. I have made several calls and attempts to get this resolved and explained the situation. The first 3 times I called I was told that Experian had to contact the Credit Card Company to get approval to remove which could take 30 days. I called the Credit Card Company XXXX XXXX XXXX which told me they couldnt remove the Persistent Dispute Remark without account being paid in full and a letter from me requesting the removal, so paid the account IN FULL and I faxed them the letter. So i called them back and they told me they still couldnt remove the Persistent Dispute Remark bc Experian would have to do it. I made 4 more attepmts back to calling Experian and explaing to them that I have been denied a mortgage loan due to this Persistent Dispute Remark and what the XXXX XXXX Credit Card Company told me and that they are holding my credit report HOSTAGE by not removing this Persistent Dispute Remark/Notation. XXXX with Experian told me they called the XXXX XXXX XXXX Credit Card Company and the Credit Card Company told her the would not give approval both XXXX with Experian and XXXX XXXX, pretty much told me "" oh well go pound dirt '' they understand that with the Persistent Dispute Remark continuing to stay on the report will cause me to not get a mortgage but there was nothing they could or would do. XXXX with Experian proceeded to tell me that it was against their policy to remove the dispute remark. Saying there are some situations where their policy would do it but this wasnt one of them. So me and my XXXX children living on the streets bc of a PERSISTENT DISPUTE REMARK/Notation on a PAID IN FULL COLLECTION ACCOUNT isnt a good enough reason for their removal policy. I really feel they are holding my credit report XXXX and my life and my children 's life are in their hands and they can play with it. This has been extremely stressful going through this process when neither the XXXX XXXX XXXX Credit Card or Experian will help me but they will play with me, XXXX, cause me to miss hours and days off work, and lose my down payment and all other expenses ive paid into getting a new home for me and my children. I dont understand how they are allowed to ruin and play with other peoples lives and money like this. My credit report is being held HOSTAGE over a PERSISTANT DISPUTE REMARK/NOTATION on a PAID IN FULL COLLECTION ACCOUNT. Please help me and/or tell me what else I can do. My XXXX children and myself will have no where to live if I cant get this Persistent Remark removed off my Experian Report and close on my home by the end of this month, XXXX XXXX, 2016. Thanks for your time. 
XXXX XXXX",Closed with non-monetary relief
